CMPD_CHEMBLID,exp,smiles,Description
CHEMBL1083943,1.26,OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,"cid is 44577843,compound_name is 2-((6-chloroquinolin-4-yl)methyl)-7-(cyclopropylmethyl)-5-methyl-3-(1-methyl-4-(methylsulfonyl)-1H-pyrrol-2-yl)-2H-pyrazolo[3,4-d]pyrimidine-4,6(5H,7H)-dione,cid_paras is 44577843,Molecular_Weight is 553.0,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 6,Exact_Mass is 552.1346522,Monoisotopic_Mass is 552.1346522,Topological_Polar_Surface_Area is 119,""Unit"":""Å²"",Heavy_Atom_Count is 38,Formal_Charge is 0,Complexity is 1050,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL435,-0.09,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,"cid is 14523552,compound_name is 1-[2-hydroxy-3-propyl-4-[[4-[(E)-2-(2H-tetrazol-5-yl)ethenyl]phenyl]methoxy]phenyl]ethanone,cid_paras is 14523552,Molecular_Weight is 378.4,XLogP3 is 4.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 8,Exact_Mass is 378.16919058,Monoisotopic_Mass is 378.16919058,Topological_Polar_Surface_Area is 101,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 522,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 1,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1623850,1.6,CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1,"cid is 2457,compound_name is 2-(4,5-dihydro-1H-imidazol-2-yl)quinoline,cid_paras is 2457,Molecular_Weight is 197.24,XLogP3 is 1.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 197.095297364,Monoisotopic_Mass is 197.095297364,Topological_Polar_Surface_Area is 37.3,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 262,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1625198,1.54,Clc1ccc(cc1Cl)C2=CSC3=NCCN23,"cid is 25023855,compound_name is N-(2-aminophenyl)-4-{5-[(propylamino)methyl]-1,3-thiazol-2-yl}benzamide,cid_paras is 25023855,Molecular_Weight is 366.5,XLogP3 is 3.1,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 7,Exact_Mass is 366.15143251,Monoisotopic_Mass is 366.15143251,Topological_Polar_Surface_Area is 108,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 442,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1209738,2.86,O=S(=O)(NCC(N1CCCCCC1)c2ccccc2)c3ccc(cc3)C#N,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1682793,2.9,O=C1C=CN=C2C=C(C=CN12)C#Cc3ccccc3,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1916544,-0.14,COc1ncc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,"cid is 62705690,compound_name is 5-(5-carbamoylpyridin-3-yl)-N-ethyl-4-[3-(trifluoromethyl)pyrazol-1-yl]-1H-pyrrolo[2,3-b]pyridine-2-carboxamide,cid_paras is 62705690,Molecular_Weight is 443.4,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 5,Exact_Mass is 443.13175726,Monoisotopic_Mass is 443.13175726,Topological_Polar_Surface_Area is 132,""Unit"":""Å²"",Heavy_Atom_Count is 32,Formal_Charge is 0,Complexity is 709,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL217620,4.2,CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1ccccc1F)c2ccccc2)c3cccnc3,"cid is 5400866,compound_name is 3-(7-hydroxy-4,8-dimethyl-2-oxo-2H-chromen-3-yl)propanoic acid,cid_paras is 5400866,Molecular_Weight is 262.26,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 3,Exact_Mass is 262.08412354,Monoisotopic_Mass is 262.08412354,Topological_Polar_Surface_Area is 83.8,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 426,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL236859,2.55,Cc1sc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,"cid is 57396150,compound_name is N-[(2S)-3,3-dimethylbutan-2-yl]-3-methyl-5-[(4-methylphenyl)sulfonylamino]-1-(oxan-4-yl)pyrazole-4-carboxamide,cid_paras is 57396150,Molecular_Weight is 462.6,XLogP3 is 4.2,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 7,Exact_Mass is 462.23007675,Monoisotopic_Mass is 462.23007675,Topological_Polar_Surface_Area is 111,""Unit"":""Å²"",Heavy_Atom_Count is 32,Formal_Charge is 0,Complexity is 734,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL29609,3.63,Cc1cc(CCCOc2c(C)cc(cc2C)c3noc(n3)C(F)(F)F)on1,"cid is 10347891,compound_name is 2-{3-[Benzylamino-sulfanylamino]-2-oxo-6-phenyl-2H-pyridin-1-yl}-N-(3,3,3-trifluoro-1-isopropyl-2-oxo-propyl)-acetamide,cid_paras is 10347891,Molecular_Weight is 564.6,XLogP3 is 4,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 10,Rotatable_Bond_Count is 11,Exact_Mass is 564.16542563,Monoisotopic_Mass is 564.16542563,Topological_Polar_Surface_Area is 133,""Unit"":""Å²"",Heavy_Atom_Count is 39,Formal_Charge is 0,Complexity is 1070,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL11403,2.12,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,"cid is 11407637,compound_name is [5-Fluoro-1-(4-methanesulfonyl-benzenesulfonyl)-2-methyl-1H-indol-3-yl]-acetic acid,cid_paras is 11407637,Molecular_Weight is 425.5,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 5,Exact_Mass is 425.04030774,Monoisotopic_Mass is 425.04030774,Topological_Polar_Surface_Area is 127,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 795,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL188167,3.35,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCCC6,"cid is 57394210,compound_name is (2S)-N-[(3S)-1-(benzenesulfonyl)piperidin-3-yl]-3,3-dimethyl-2-[[(2S)-2-(methylamino)propanoyl]amino]butanamide,cid_paras is 57394210,Molecular_Weight is 438.6,XLogP3 is 2,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 8,Exact_Mass is 438.23007675,Monoisotopic_Mass is 438.23007675,Topological_Polar_Surface_Area is 116,""Unit"":""Å²"",Heavy_Atom_Count is 30,Formal_Charge is 0,Complexity is 693,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 3,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1224138,1.1,NC(=O)c1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1,"cid is 5095,compound_name is Ropinirole,cid_paras is 5095,Molecular_Weight is 260.37,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 7,Exact_Mass is 260.188863393,Monoisotopic_Mass is 260.188863393,Topological_Polar_Surface_Area is 32.3,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 287,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Boiling_Point is 410.5±45.0°Cat760mmHg,Melting_Point is 243-250°C,Solubility is 133,""Unit"":""mg/mL"""
CHEMBL521262,3.41,COc1cc2c(Nc3cccc(Cl)c3Cl)c(cnc2cc1NCCN(C)C)C(=O)N,"cid is 71583048,compound_name is 4-amino-N-(1-pyridin-3-ylethyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidine-4-carboxamide,cid_paras is 71583048,Molecular_Weight is 365.4,XLogP3 is 0.7,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 4,Exact_Mass is 365.19640838,Monoisotopic_Mass is 365.19640838,Topological_Polar_Surface_Area is 113,""Unit"":""Å²"",Heavy_Atom_Count is 27,Formal_Charge is 0,Complexity is 522,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1698351,0.3,CN1C(C(=O)Nc2ncc(C)s2)C(=O)c3ccccc3S1(=O)=O,"cid is 21093784,compound_name is 2-chloro-5-(3,5-dioxo-4,5-dihydro-1,2,4-triazin-2(3H)-yl)-N-phenethylbenzamide,cid_paras is 21093784,Molecular_Weight is 370.8,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 370.0832680,Monoisotopic_Mass is 370.0832680,Topological_Polar_Surface_Area is 90.9,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 577,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2179665,-0.55,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)C(=O)NC1=O,"cid is 10021510,compound_name is 2-[3-(4-Chlorophenyl)sulfinyl-2,5-dimethylindol-1-yl]acetic acid,cid_paras is 10021510,Molecular_Weight is 361.8,XLogP3 is 3.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 4,Exact_Mass is 361.0539422,Monoisotopic_Mass is 361.0539422,Topological_Polar_Surface_Area is 78.5,""Unit"":""Å²"",Heavy_Atom_Count is 24,Formal_Charge is 0,Complexity is 495,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL437765,1.19,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)cc(O)c4c3C2=O,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL826,-0.83,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,"cid is 854418,compound_name is N-(1H-benzimidazol-2-yl)-2-methoxybenzamide,cid_paras is 854418,Molecular_Weight is 267.28,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 267.100776666,Monoisotopic_Mass is 267.100776666,Topological_Polar_Surface_Area is 67,""Unit"":""Å²"",Heavy_Atom_Count is 20,Formal_Charge is 0,Complexity is 350,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Solubility is 4.2[ug/mL](ThemeanoftheresultsatpH7.4)"
CHEMBL251290,2.53,COc1ccc2c(C)cc(N[C@H]3CC[C@@H](C3)NCc4cn(C)c5ccccc45)nc2c1,"cid is 1485902,compound_name is [2-(Methylamino)-1,3-thiazol-5-yl](phenyl)methanone,cid_paras is 1485902,Molecular_Weight is 218.28,XLogP3 is 2.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 3,Exact_Mass is 218.05138412,Monoisotopic_Mass is 218.05138412,Topological_Polar_Surface_Area is 70.2,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 229,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2334575,2.39,Cc1ccn2c(c(C)nc2c1)c3ccnc(N)n3,"cid is 3798,compound_name is 6,7-dimethoxy-N-phenylquinazolin-4-amine,cid_paras is 3798,Molecular_Weight is 281.31,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 4,Exact_Mass is 281.116426730,Monoisotopic_Mass is 281.116426730,Topological_Polar_Surface_Area is 56.3,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 323,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL142653,1.99,Cc1cc2NC(=O)C(=CC(=O)c2cc1C)O,"cid is 4567175,compound_name is [4-(4-Methylpiperazin-1-yl)phenyl]quinolin-4-ylamine,cid_paras is 4567175,Molecular_Weight is 318.4,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 3,Exact_Mass is 318.18444672,Monoisotopic_Mass is 318.18444672,Topological_Polar_Surface_Area is 31.4,""Unit"":""Å²"",Heavy_Atom_Count is 24,Formal_Charge is 0,Complexity is 385,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL224195,2.1,COc1cc(N2CCCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,"cid is 21107383,compound_name is N-(1-adamantylmethyl)-2-chloro-5-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzamide,cid_paras is 21107383,Molecular_Weight is 376.9,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 6,Exact_Mass is 376.1917559,Monoisotopic_Mass is 376.1917559,Topological_Polar_Surface_Area is 61.4,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 485,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2325703,2.65,CC(C)(c1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4)S(=O)(=O)C,"cid is 2381,compound_name is Biperiden,cid_paras is 2381,Molecular_Weight is 311.5,XLogP3 is 4.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 5,Exact_Mass is 311.224914549,Monoisotopic_Mass is 311.224914549,Topological_Polar_Surface_Area is 23.5,""Unit"":""Å²"",Heavy_Atom_Count is 23,Formal_Charge is 0,Complexity is 422,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 4,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystals,Melting_Point is 114,""Unit"":""°C"",Solubility is 25.1,""Unit"":""mg/L"""
CHEMBL366947,2.48,CC(C)(C)OC(=O)c1ncn2c1[C@@H]3CCCN3C(=O)c4c(Br)cccc24,"cid is 2727534,compound_name is N1-(4-methoxybenzyl)-2-(pyrido[3,2-d][1,3]thiazol-2-ylthio)acetamide,cid_paras is 2727534,Molecular_Weight is 345.4,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 6,Exact_Mass is 345.06056908,Monoisotopic_Mass is 345.06056908,Topological_Polar_Surface_Area is 118,""Unit"":""Å²"",Heavy_Atom_Count is 23,Formal_Charge is 0,Complexity is 392,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Solubility is 36.3[ug/mL](ThemeanoftheresultsatpH7.4)"
CHEMBL127907,2.6,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,"cid is 24737670,compound_name is N-[(1R)-1-[4-[(6-pyridin-4-ylquinazolin-2-yl)amino]phenyl]ethyl]acetamide,cid_paras is 24737670,Molecular_Weight is 383.4,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 5,Exact_Mass is 383.17461031,Monoisotopic_Mass is 383.17461031,Topological_Polar_Surface_Area is 79.8,""Unit"":""Å²"",Heavy_Atom_Count is 29,Formal_Charge is 0,Complexity is 529,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1682945,3.15,CC[C@H](NC(=O)c1c(CC[S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4ccccc4,"cid is 71451957,compound_name is 4-[[(3S)-3-(5-methyl-2,4-dioxopyrimidin-1-yl)piperidin-1-yl]methyl]-2-(3-methylphenoxy)benzoic acid,cid_paras is 71451957,Molecular_Weight is 449.5,XLogP3 is 0.8,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 6,Exact_Mass is 449.19507097,Monoisotopic_Mass is 449.19507097,Topological_Polar_Surface_Area is 99.2,""Unit"":""Å²"",Heavy_Atom_Count is 33,Formal_Charge is 0,Complexity is 784,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1778645,-0.65,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(Cl)ccc2OCC(=O)O,"cid is 10498042,compound_name is 7-benzyl-2,3-dihydroxy-6-methyl-4-propyl-naphthalene-1-carboxylic Acid,cid_paras is 10498042,Molecular_Weight is 350.4,XLogP3 is 6.2,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 350.15180918,Monoisotopic_Mass is 350.15180918,Topological_Polar_Surface_Area is 77.8,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 473,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2036567,3.05,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCOCC4,"cid is 44394119,compound_name is 2-[(3R)-4-[(3R)-3-amino-4-(3,4-difluorophenyl)butanoyl]-3-benzylpiperazin-1-yl]-N-[3-(methanesulfonamido)phenyl]acetamide,cid_paras is 44394119,Molecular_Weight is 599.7,XLogP3 is 2.6,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 599.23778211,Monoisotopic_Mass is 599.23778211,Topological_Polar_Surface_Area is 133,""Unit"":""Å²"",Heavy_Atom_Count is 42,Formal_Charge is 0,Complexity is 993,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2094354,1.72,Nc1ccc2c(c1)C(=O)C(=O)c3cc(N)ccc23,"cid is 9859692,compound_name is 4-(naphthalen-2-ylmethyl)-5H-1,2,3,5-oxathiadiazole 2-oxide,cid_paras is 9859692,Molecular_Weight is 246.29,XLogP3 is 2.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 2,Exact_Mass is 246.04629874,Monoisotopic_Mass is 246.04629874,Topological_Polar_Surface_Area is 87.1,""Unit"":""Å²"",Heavy_Atom_Count is 17,Formal_Charge is 0,Complexity is 300,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
