smiles,FDA_APPROVED,CT_TOX,PubchemCID,pos
C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,0,1,60749,
c1cn(c(=O)nc1N)[C@H]2CC[C@H](O2)CO,1,0,24066,6.666666666769553e-06 -1.3333333333317062e-05 -6.666666666693688e-06
c1cn(c(=O)nc1N)C[C@@H](CO)OCP(=O)([O-])[O-],1,0,44450793,-1.111111111115923e-05 1.2335811384723961e-17 1.1111111111114994e-05
C1CN(CCN(CCN(CC[NH+]1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-],1,0,0,
C1CN(CCN1C(=O)CCBr)C(=O)CCBr,1,0,4842,-6.249999999929923e-06 -1.2499999999988215e-05 -6.250000000000179e-06
C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,0,1,54576693,3.571428571420248e-06 7.142857142864287e-06 2.3790493384824782e-17
c1cn(cn1)CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1,0,18771155,1.3877787807814457e-16 1.2499999999998623e-05 -1.2499999999998623e-05
C1CN(P(=O)(OC1)NCCCl)CCCl,1,1,3690,7.1428571428087754e-06 1.4285714285807874e-05 7.1428571428801464e-06
C1CN1P(=S)(N2CC2)N3CC3,1,0,5453,2.0185873175002847e-17 -2.0185873175002847e-17 -9.090909090934583e-06
c1cnc(cn1)C(=O)N,1,0,1046,4.9343245538895844e-17 -1.1111111111103719e-05 2.2222222222222064e-05
c1cnc(nc1)[N-]S(=O)(=O)c2ccc(cc2)N,1,0,5062223,-5.8823529412672525e-06 -1.176470588231246e-05 -5.882352941183986e-06
c1cnc(nc1)N2CC[NH+](CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O,1,0,1548941,3.571428571610572e-06 0.0 -5.9476233462061954e-18
c1cnc2cc3c(cc2n1)[C@@H]4C[C@H]3C[NH2+]C4,1,0,25323014,-6.249999999929923e-06 0.0 -1.2499999999991684e-05
C1CNCC[NH2+]1,1,0,5242433,-1.850371707708594e-17 1.666666666670184e-05 0.0
c1cnccc1C(=O)NN,1,0,3767,9.999999999976694e-06 0.0 2.7755575615628915e-18
c1cnccc1c2cc(c(=O)[nH]c2)N,1,0,3698,3.172065784643304e-17 -7.1428571428801464e-06 -7.142857142856356e-06
C1CNP(=O)(OC1)N(CCCl)CCCl,1,1,2907,0.0 -7.142857142824635e-06 -7.142857142848426e-06
C1COC1=O,1,0,2365,1.9999999999975594e-05 1.2490009027033011e-17 -2.7105054312137612e-21
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,1,0,60961,-5.2631578947012025e-06 5.263157894759636e-06 1.0526315789466681e-05
c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,1,0,21704,-5.263157894596024e-06 -2.337311630789803e-17 5.263157894733341e-06
c1nc(nc(=O)n1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,1,0,9444,-1.1764705882403891e-05 1.1764705882292869e-05 5.8823529411709245e-06
c1nc(nc(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)N,1,0,451668,-5.551115123125783e-17 -6.249999999971556e-06 1.2499999999995154e-05
c1nc(nn1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,1,0,37542,-5.8823529410843925e-06 5.882352941195415e-06 4.89804275569922e-18
C1=NC2=C(N1)C(=S)N=C(N2)N,0,1,2723601,9.090909090887903e-06 -2.0185873175002847e-17 -9.856383386231859e-21
C1=NC2=C(N1)C(=S)N=CN2,0,1,667490,-9.999999999976694e-06 4.4408920985006264e-17 0.0
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,0,1,119182,5.000000000021654e-06 1.0000000000021104e-05 9.999999999991959e-06
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2N)F,0,1,657237,-4.999999999977245e-06 4.999999999988347e-06 -1.3877787807814457e-17
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(N=C2N)F,0,1,30751,-8.333333333313911e-06 -8.333333333313911e-06 -4.166666666661582e-06
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO)O)NC=[NH+]C[C@H]2O,1,0,54758585,5.2631578947012025e-06 -5.263157894794695e-06 2.0451476769410777e-17
c1nc2c(n1CCC(CO)CO)[nH]c(nc2=O)N,1,0,135398748,-2.4671622769447922e-17 -5.555555555579615e-06 5.555555555550318e-06
c1nc2c(n1COCCO)[nH]c(nc2=O)N,1,0,135398513,6.249999999985434e-06 -6.249999999985434e-06 -6.249999999985434e-06
c1nc2c(nc(nc2n1[C@@H]3C[C@@H](C=C3)CO)N)NC4CC4,1,0,441300,-4.761904761782641e-06 -9.523809523787327e-06 -2.1807952269422717e-17
c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,1,0,119182,5.000000000021654e-06 1.0000000000021104e-05 9.999999999991959e-06
c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)F)N,1,0,40469155,8.33333333315663e-06 1.850371707708594e-17 4.1666666666638945e-06
c1nc2c(nc(nc2n1[C@H]3C[C@@H]([C@H](O3)CO)O)Cl)N,1,0,20279,-7.011934892369409e-17 -5.263157894747949e-06 -5.2631578947245755e-06
c1nc2c(=O)[nH]c(nc2n1COC(CO)CO)N,1,0,135398740,2.4671622769447922e-17 -5.555555555591951e-06 -5.5555555555611115e-06
C[C@@](c1ccccc1)(c2ccc(cc2)Cl)OCC[C@H]3CCC[NH+]3C,1,0,41097850,-4.166666666660353e-06 8.333333333332416e-06 4.625929269271485e-18
C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])Cn3ccnn3,1,0,7048533,4.4408920985006264e-17 -5.000000000013327e-06 4.999999999996674e-06
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@@H]5C[C@@H]6c7cccc8c7c(c[nH]8)C[C@H]6[NH+](C5)C,1,0,7067359,2.3255813954260387e-06 4.651162790593886e-06 -6.196593625814827e-17
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)Cc4ccccc4)NC(=O)[C@H]5C[NH+]([C@@H]6Cc7c[nH]c8c7c(ccc8)C6=C5)C,1,0,90657669,
C[C@@H]([C@@H]([C@H]1CNc2c(c(=O)nc([nH]2)N)N1)O)O,1,0,135398654,-1.1764705882325523e-05 -2.6122894697062506e-17 -1.1764705882350013e-05
C[C@@H]([C@@H](c1ccc(c(c1)O)O)O)[NH3+],1,0,6919629,-6.832141690000964e-17 -7.692307692294034e-06 0.0
C[C@@H]([C@@H](c1ccc(cc1)O)O)[NH2+]CCc2ccc(cc2)O,1,0,6921800,-8.458842092382145e-17 -4.7619047619227415e-06 9.582282057776649e-18
C[C@@H]([C@@H](c1cccc(c1)O)O)[NH3+],1,0,25271812,-8.333333333276904e-06 8.333333333313911e-06 -8.333333333332416e-06
C[C@@H]([C@H](c1ccccc1)O)[NH2+]C,1,0,6919175,-8.333333333276904e-06 -2.50000000000065e-05 8.333333333315068e-06
C[C@@H]([NH2+]CC(C[NH2+][C@@H](/C(=N/O)/C)C)(C)C)/C(=N/O)/C,1,0,0,
C[C@@H](C(=O)N1CCC[C@H]1C(=O)[O-])[NH2+][C@@H](CCc2ccccc2)C(=O)[O-],1,0,40466993,8.000000000194517e-06 -4.0000000000350865e-06 -3.999999999995674e-06
C[C@@H](C(=O)N[C@@H](C)C(=O)NC1[C@H]2[C@@H]1CN(C2)c3c(cc4c(=O)c(cn(c4n3)c5ccc(cc5F)F)C(=O)[O-])F)[NH3+],1,0,71776189,-1.554312234475219e-16 -5.000000000121574e-06 -6.938893903907228e-18
C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc7c[nH]c8c7cccc8)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O,1,0,16130140,
C[C@@H](C(=O)Nc1c(c(c(c(c1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,1,0,65492,6.451612903246584e-06 6.451612903325374e-06 6.451612903239422e-06
C[C@@H](c1c(cncn1)F)[C@](Cn2cncn2)(c3ccc(cc3F)F)O,1,0,71616,-8.881784197001253e-18 -3.552713678800501e-17 3.999999999991788e-06
C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCCCO[N+](=O)[O-],0,1,9884642,2.486899575160351e-16 3.999999999919623e-06 -3.999999999968473e-06
C[C@@H](C1=CCC23C1(C[C@H](C45C2=CC[C@H]6[C@@]4(CC[C@@](C6)(O5)O)C)O)C[NH+](CCO3)C)OC(=O)c7ccccc7,1,0,0,
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)[O-],1,0,6925666,1.1764705882325523e-05 -1.1764705882351646e-05 5.882352941161945e-06
C[C@@H](Cc1ccccc1)[NH3+],1,0,25203400,4.4408920985006264e-17 9.99999999997947e-06 -1.0000000000010001e-05
C[C@@H](Cc1ccccc1)NC(=O)[C@H](CCCC[NH3+])[NH3+],1,0,42105518,5.2631578948648145e-06 1.0526315789414092e-05 -5.263157894742106e-06
C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)OC)C[NH+](C)C,1,0,6919170,-4.347826086946389e-06 -4.3478260870043135e-06 -8.695652173924154e-06
C[C@@H](CN1CC(=O)NC(=O)C1)[NH+]2CC(=O)NC(=O)C2,1,0,29921826,-1.6361181415528622e-16 5.263157894736263e-06 -1.0526315789462299e-05
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H]([NH2+]C3)C(=O)N(C)C)C(=O)[O-])[C@@H](C)O,1,0,40466974,-1.1538461538366326e-05 -3.846153846161963e-06 -3.846153846170503e-06
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H]([NH2+]C3)C(=O)Nc4cccc(c4)C(=O)[O-])C(=O)[O-])[C@@H](C)O,1,0,40469136,9.090909090887903e-06 5.3828995133340925e-17 3.030303030316154e-06
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H]([NH2+]C3)CNS(=O)(=O)N)C(=O)[O-])[C@@H](C)O,1,0,6918242,-7.407407407497054e-06 7.407407407521726e-06 3.4951465590051226e-17
C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC2CC3C(C(CC(O3)(CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC(C(C=CC=CC=CC=CC=CC=CC=C2)C)C(C)CC(C)C(CC(=O)c4ccc(cc4)N)O)O)O)O)O)O)C(=O)[O-])O)[NH3+])O,1,0,0,
C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC\2CC(C(C(CC(=O)CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(/C=C/C=C/CC/C=C/C=C/C=C/C=C2)C)O)C)C)O)O)O)O)O)O)C(=O)[O-])O)O)[NH3+])O,1,0,0,
C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)[NH2+][C@H]4C=C([C@@H]([C@@H]([C@H]4O)O)O)CO,1,0,0,
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,1,0,2724385,
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,1,0,441207,
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O,1,0,28620,
C[C@@H]1[C@H]([C@H](C[C@@H](O1)OC2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)OC4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O,1,0,68949,
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)[O-])OC4[C@H]([C@H]([C@@H]([C@H](O4)C)O)[NH3+])O,1,0,0,
C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,1,0,0,
C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)[NH+](C)C,1,0,0,
C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,0,1,11354606,
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F,1,0,443980,2.5376526277146434e-16 -2.8571428571552307e-06 2.857142857171091e-06
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)c5ccco5)C)O)F)C)F,1,0,9854489,-1.0810810810641587e-05 2.70270270257638e-06 2.702702702672399e-06
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)COC(=O)C(C)(C)C)C)O)Cl)C)F,1,0,5282493,-2.6122894697062506e-17 -8.823529411704957e-06 2.94117647057485e-06
C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)F,1,0,443928,2.865091676452017e-17 -3.2258064516340362e-06 3.225806451594641e-06
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)c5ccco5)C)O)Cl)C,1,0,441336,-7.612957883143931e-17 -5.7142857143104614e-06 -8.571428571449831e-06
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,1,1,5743,-7.1428571427453335e-06 2.577303450022685e-17 3.571428571424213e-06
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C,1,0,40468194,-1.1102230246251565e-16 6.938893903907228e-18 3.124999999985778e-06
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C,1,0,5311067,-3.7037037037279674e-06 -7.407407407446683e-06 -3.703703703703296e-06
C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)[NH2+]C)O)[NH2+]C)O)O,1,0,11870427,8.695652173892778e-06 -4.347826086965697e-06 -3.8616453030440226e-17
C[C@@H]1CC(=O)C=C([C@]12C(=O)c3c(cc(c(c3O2)Cl)OC)OC)OC,1,0,441140,8.333333333313911e-06 4.166666666661582e-06 -8.333333333323164e-06
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC4C[C@H]5CC[C@@H](C4)[NH+]5C)C,1,0,51654210,2.777777777524588e-06 2.777777777817563e-06 2.7777777777928915e-06
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,1,0,16666,9.090909090928276e-06 5.4012980956550585e-17 0.0
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC)C,1,0,68911,-4.761904761893664e-06 -3.172065784643304e-17 4.761904761893664e-06
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,1,0,0,
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,0,1,0,
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C\\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,1,0,0,
C[C@@H]1CCC2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,1,0,0,
C[C@@H]1CCN([C@H](C1)C(=O)[O-])C(=O)[C@H](CCC[NH+]=C(N)N)NS(=O)(=O)c2cccc3c2NC[C@@H](C3)C,1,0,40466971,-5.714285714151858e-06 2.8571428570854454e-06 4.004733053112172e-17
C[C@@H]1CN(C[C@@H]([NH2+]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[O-])C4CC4)N)F,1,0,6956367,-3.5714285712933654e-06 3.571428571416283e-06 1.0714285714288499e-05
C[C@@H]1O[C@]2(C[NH+]3CCC2CC3)CS1,1,0,24848232,-7.692307692289765e-06 1.538461538463077e-05 -7.692307692302576e-06
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@H]([C@@H]6[C@@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,1,0,36462,2.3809523808939643e-06 -4.761904761909524e-06 2.3809523810737144e-06
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,0,1,36462,2.3809523808939643e-06 -4.761904761909524e-06 2.3809523810737144e-06
C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CC[NH+]([C@@H]3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)(C(C)(C)C)O,1,0,152876752,
C[C@](Cc1ccc(c(c1)O)O)(C(=O)[O-])[NH3+],1,0,6919173,6.666666666739948e-06 1.3333333333342967e-05 -1.3333333333332327e-05
C[C@](Cc1ccc(cc1)O)(C(=O)[O-])[NH3+],1,0,6918925,-7.142857142840496e-06 -3.023375200988149e-17 -7.142857142856356e-06
C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@@H]31)O)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])[O-])O,1,0,0,
C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H](C[C@@H]31)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])[O-])O,1,0,0,
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O,1,0,6215,5.551115123125783e-17 -1.2576745200831851e-17 -6.249999999999312e-06
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,1,0,6436,8.59527502935605e-17 3.225806451616129e-06 -7.162729191130042e-18
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)COC(=O)CC(C)(C)C)CCC5=CC(=O)C=C[C@@]53C)F)O,1,0,21826,2.6315789473389147e-06 1.679942734630171e-17 5.263157894718733e-06
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,1,0,31307,7.142857142935658e-06 -1.0714285714305352e-05 -2.7755575615628914e-17
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O,1,0,82153,6.451612903210771e-06 1.119176436114069e-17 -7.162729191130042e-18
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,1,0,5311066,2.960594732333751e-17 3.3333333333440686e-06 -3.3333333333403675e-06
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)C[C@@H](C4=CC(=O)C=C[C@]34C)F)O,1,0,5876,1.3158198810372225e-16 0.0 -3.703703703695072e-06
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,1,1,5755,-3.8461538460424e-06 -3.846153846187583e-06 3.846153846166233e-06
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@]34C)O,1,0,93055,6.060606060484278e-06 6.060606060645765e-06 9.090909090931324e-06
C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,1,1,5865,7.692307692118961e-06 3.846153846165166e-06 1.708035422500241e-17
C[C@]12CC[C@@H]3c4ccc(cc4C[C@H]([C@H]3[C@@H]1CC[C@@H]2O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)O,1,0,104741,-4.878048780389784e-06 -2.4390243902666507e-06 1.219512195121817e-05
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,1,0,5757,2.6645352591003756e-16 4.999999999993898e-06 1.000000000000445e-05
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-])OC(=O)N(CCCl)CCCl,1,0,44563327,-1.2121212121210787e-05 3.030303030316154e-06 -1.2616170734376778e-17
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)O,1,0,0,
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)OC,1,0,0,
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)OC5CCCC5,1,0,0,
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)O,1,0,5870,9.999999999976694e-06 -3.469446951953614e-17 -1.0000000000007226e-05
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)OS(=O)(=O)[O-],1,0,20056857,-8.3333333332584e-06 8.33333333330466e-06 4.16666666667546e-06
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,1,0,57363,3.7037037038924447e-06 3.703703703688904e-06 -4.11193712824132e-18
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,0,1,6918296,0.0 0.0 -1.351351351353603e-05
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)Nc4cc(ccc4C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,1,0,6918296,0.0 0.0 -1.351351351353603e-05
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C,1,0,0,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,1,0,6013,-4.229421046191072e-17 -4.761904761946201e-06 -9.52380952378204e-06
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCc4ccccc4)CCC5=CC(=O)CC[C@H]35,1,0,229455,1.000000000015433e-05 -1.0000000000021104e-05 -6.666666666643728e-06
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,1,0,0,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,1,0,0,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=Cc5c(cno5)C[C@]34C,1,0,0,
