NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,PubchemCID,pos
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24552,CC(=O)O[AlH3](O)OC(C)=O,0,
0.0,,,,,,,,0.0,0.0,,1.0,TOX21070,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX24559,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],33500,-8.333333333387927e-06 2.544261098099317e-17 4.166666666670833e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX25978,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,65576,2.3684757858670006e-16 6.6666666666511295e-06 -6.666666666651592e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25979,OC[C@@H](O)C(O)[C@H](O)CO,94154,0.0 9.999999999987797e-06 1.0000000000010001e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24682,C=C(C)C(=O)NCCC[N+](C)(C)C,106429,-6.832141690000964e-17 1.708035422500241e-17 0.0
0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,TOX25973,Oc1ccc(Cl)c2cccnc12,2817,-8.333333333313911e-06 -6.938893903907228e-18 0.0
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25976,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,68093,5.882352941162762e-06 4.5715065719859385e-17 -5.882352941188884e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX25975,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,3058754,-6.579099405186112e-17 0.0 -3.7037037037115197e-06
0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,TOX243,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,8606,-1.875000000015059e-05 6.2499999999819644e-06 1.2500000000003719e-05
0.0,,0.0,,1.0,,,,,1.0,1.0,,TOX242,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,17038,-1.4802973661668753e-16 -5.555555555542608e-06 -6.1679056923619804e-18
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX241,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX240,O=C1CCCCCN1,7768,0.0 1.2499999999990817e-05 -1.2499999999987348e-05
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX247,CNC(=O)Oc1cccc2ccccc12,6129,0.0 -1.4802973661668754e-17 -1.3333333333328165e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX246,NC(=O)Nc1ccc([As](=O)(O)O)cc1,8480,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX245,NC(=O)NNc1ccccc1,61002,-9.090909090887903e-06 -9.090909090916606e-06 -7.569702440626067e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX244,NNC(N)=O,5196,-5.551115123125783e-17 2.7755575615628914e-17 0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX249,CNC(=O)Oc1cccc2c1OC(C)(C)C2,2566,-1.874999999990079e-05 2.7755575615628914e-17 6.249999999992373e-06
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX248,c1ccc2c(c1)[nH]c1ccccc12,6854,-7.692307692289765e-06 3.843079700625542e-17 8.340016711426958e-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX539,N#CC(c1ccccc1)c1ccccc1,0,
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX23782,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,4887,3.700743415417188e-17 -2.7777777778699906e-06 -2.77777777778364e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24686,COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,104143,-6.344131569286608e-17 -4.229421046191072e-17 -5.28677630773884e-18
0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,TOX21317,O=C(O)c1cc(I)cc(I)c1I,6948,-8.33333333335092e-06 -8.333333333406431e-06 8.333333333331838e-06
0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,1.0,0.0,TOX29124,O=C(CC(=O)C(F)(F)F)c1ccccc1,67589,-1.3333333333243046e-05 -6.666666666665932e-06 -6.66666666665483e-06
0.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,TOX29127,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,95717,-9.523809523787327e-06 9.523809523797902e-06 -4.761904761901615e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29126,CCn1cc[n+](C)c1,174076,1.2500000000026379e-05 1.2499999999984746e-05 2.0816681711721685e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29126,CCn1cc[n+](C)c1,174076,1.2500000000026379e-05 1.2499999999984746e-05 2.0816681711721685e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29126,CCn1cc[n+](C)c1,174076,1.2500000000026379e-05 1.2499999999984746e-05 2.0816681711721685e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29126,CCn1cc[n+](C)c1,174076,1.2500000000026379e-05 1.2499999999984746e-05 2.0816681711721685e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29126,CCn1cc[n+](C)c1,174076,1.2500000000026379e-05 1.2499999999984746e-05 2.0816681711721685e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29126,CCn1cc[n+](C)c1,174076,1.2500000000026379e-05 1.2499999999984746e-05 2.0816681711721685e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29126,CCn1cc[n+](C)c1,174076,1.2500000000026379e-05 1.2499999999984746e-05 2.0816681711721685e-17
0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,,0.0,TOX29121,O=Cc1cc(O)ccc1Br,387179,-1.0000000000021104e-05 0.0 -1.0000000000010001e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX29123,CCCC[n+]1ccc(C)cc1,5128450,9.090909090887903e-06 9.090909090926225e-06 -1.0092936587501423e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX29123,CCCC[n+]1ccc(C)cc1,5128450,9.090909090887903e-06 9.090909090926225e-06 -1.0092936587501423e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX29123,CCCC[n+]1ccc(C)cc1,5128450,9.090909090887903e-06 9.090909090926225e-06 -1.0092936587501423e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX29122,CCn1cc[n+](C)c1C.F[B-](F)(F)F,21977262,
0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,1.0,TOX29129,OCCCCCCCCCCCCBr,137895,1.4285714285680992e-05 0.0 -7.142857142855365e-06
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,TOX29128,COS(=O)(=O)C(F)(F)F,9526,1.1111111111183902e-05 -1.2335811384723961e-17 -1.1111111111108659e-05
1.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,TOX28530,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,158800,
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9187,Cc1ccc2cc(C)ccc2c1,11387,0.0 -8.333333333332416e-06 0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2411,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,8372,-6.451612903239422e-06 2.865091676452017e-17 -3.2258064516089666e-06
0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25208,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,5522,9.090909091009019e-06 -4.545454545544882e-06 -4.545454545423766e-06
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25209,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,5387,-7.692307692426407e-06 -7.692307692306845e-06 3.846153846156625e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22521,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],3092,-1.2499999999998623e-05 5.551115123125783e-17 -6.250000000007985e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25202,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,0,
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,TOX25203,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,5233,2.777777777771304e-06 2.7777777777528e-06 -5.555555555542608e-06
0.0,,1.0,,,1.0,,,,1.0,,,TOX25204,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,5154,7.999999999945828e-06 -7.999999999999119e-06 1.734723475976807e-20
0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX25205,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,5265,-3.4482758623365706e-06 -3.448275861999675e-06 3.448275862068586e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25206,O=c1[nH]oc2c1CCNC2,3448,-1.9999999999931185e-05 9.999999999998898e-06 4.163336342344337e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27597,CC(COCCO)OCCO,10154203,0.0 -9.083642928751281e-17 -1.0092936587501423e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27594,CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,21723699,-5.555555555764653e-06 -5.5555555555510886e-06 1.2335811384723961e-17
0.0,,0.0,,,1.0,,,,,,,TOX5998,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,0,
0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,1.0,,TOX5997,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,0,
0.0,,1.0,,,1.0,,,,,1.0,,TOX27592,Oc1cc2ccccc2c2ccccc12,10229,-6.666666666710341e-06 6.666666666577115e-06 1.3333333333333321e-05
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX5991,O=Nc1ccc(O)cc1,7729,-1.1111111111109887e-05 -1.1111111111109887e-05 9.25185853854297e-18
0.0,,0.0,0.0,,0.0,,,,,,,TOX26573,O=[N+]([O-])c1cc(I)c(O)c(I)c1,9370,8.33333333330466e-06 -8.33333333335092e-06 -1.807003620809174e-20
,,,,,,,0.0,,0.0,,,TOX26572,N#CCC(=O)NN,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26570,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,31593,-5.2631578946778294e-06 5.2631578947012025e-06 -1.05263157895368e-05
0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,TOX26577,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1,3769881,5.2631578948180684e-06 5.2631578947245755e-06 -2.6315789473885826e-06
0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TOX27590,O=C(OCCc1ccccc1)c1ccccc1,7194,1.1764705882168785e-05 5.882352941136638e-06 -5.88235294118317e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26575,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,5284343,-5.882352941162762e-06 5.882352941188884e-06 -3.2653618371328133e-18
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26579,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,33039,1.1764705882247154e-05 0.0 -1.1764705882345115e-05
0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,TOX26578,O=S(=O)([O-])c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1,3342768,-6.344131569286608e-17 2.380952380967979e-06 -1.586032892321652e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20800,CC(O)(P(=O)(O)O)P(=O)(O)O,3305,9.090909090841223e-06 -6.055761952500853e-17 -3.027880976250427e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20800,CC(O)(P(=O)(O)O)P(=O)(O)O,3305,9.090909090841223e-06 -6.055761952500853e-17 -3.027880976250427e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20802,CC(C)CCCCCCc1ccc(OCCOCCO)cc1,10470544,-1.3636363636493343e-05 9.090909090913136e-06 -4.545454545448998e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1921,OCC#CCO,0,
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX26315,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,57242,1.1111111111085216e-05 -1.6666666666667914e-05 9.637352644315595e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX26313,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,5360515,3.552713678800501e-17 1.1999999999989797e-05 8.881784197001253e-18
0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,TOX12832,O=C(O)C(Br)CBr,11746,3.172065784643304e-17 1.4285714285712712e-05 -1.428571428571073e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26319,CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,245005,-4.3478260870043135e-06 9.654113257610057e-18 -4.347826086940204e-06
0.0,,,,,0.0,,,,,,,TOX26318,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,1236,-2.222222222394679e-06 2.2222222221874374e-06 -2.222222222128225e-06
0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX12646,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,77797,
0.0,1.0,,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,TOX12647,N#CSCSc1nc2ccccc2s1,0,
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX7591,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],6999106,0.0 0.0 -7.692307692319655e-06
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7593,Clc1ccc(C(Cl)(Cl)Cl)cc1,21277,4.0371746350005693e-17 9.090909090899259e-06 1.8332873098391258e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7595,CCCCCCCCS(=O)(=O)[O-],3571519,-8.333333333165882e-06 -8.333333333341667e-06 8.333333333345318e-06
0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX7594,Cc1ccc(/N=N/c2c(O)c(C(=O)[O-])cc3ccccc23)c(S(=O)(=O)[O-])c1,0,
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7833,CCc1cccc(C)c1N,32485,1.0000000000021104e-05 -1.0000000000021104e-05 8.326672684688674e-18
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7599,O=C([O-])CS,5086465,-1.9999999999997796e-05 2.0000000000022777e-05 -2.000000000000335e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7598,CC(C)OB(OC(C)C)OC(C)C,21531,
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7844,C[C@]12C(=O)OC(=O)[C@H]1[C@H]1C=C[C@@H]2C1,6602188,-1.538461538461369e-05 -1.708035422500241e-17 4.270088556250602e-18
0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX7841,CC(C)CCCCCOC(=O)CS,34306,-7.692307692289765e-06 -7.692307692306845e-06 7.692307692290833e-06
0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,0.0,TOX12640,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,91753,-1.2500000000044883e-05 4.166666666670833e-06 8.333333333313911e-06
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12641,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,91739,1.4802973661668754e-17 -6.666666666680735e-06 6.666666666672871e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7837,CCC(O)OCC(C)OC(O)CC,22833317,7.692307692289765e-06 1.5384615384562448e-05 -1.538461538461369e-05
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25002,COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,0,
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,TOX7834,C=CC(=O)OCCC(=O)O,90558,-9.999999999976694e-06 0.0 7.806255641895632e-18
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25003,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,71774,0.0 -4.545454545464138e-06 4.545454545448998e-06
0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,TOX4160,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],62276,-3.2258064517056635e-06 6.451612903210771e-06 -6.451612903253747e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26126,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,107921,8.326672684688674e-17 -2.7755575615628914e-17 -6.2500000000077684e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4164,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,54960,-1.586032892321652e-17 -3.5714285713726668e-06 3.96508223080413e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4166,O=C1C=CC(=O)O1,7923,1.4285714285744433e-05 -3.172065784643304e-17 -1.4285714285714292e-05
0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,,,TOX12649,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,83975,4.166666666619949e-06 -4.166666666684711e-06 -8.333333333364364e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28551,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-],0,
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1193,CC(C)NCC(O)c1ccc2ccccc2c1,4930,0.0 1.3061447348531253e-17 -9.79608551139844e-18
0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,TOX1192,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4927,1.0000000000032205e-05 0.0 4.999999999979327e-06
0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,TOX1192,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4927,1.0000000000032205e-05 0.0 4.999999999979327e-06
0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,1.0,1.0,TOX1191,Nc1ccc2cc3ccc(N)cc3nc2c1,7099,-6.2500000000131894e-06 1.3877787807814457e-17 -6.249999999999999e-06
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1190,CNNCc1ccc(C(=O)NC(C)C)cc1,4915,6.250000000096456e-06 0.0 6.249999999992373e-06
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1190,CNNCc1ccc(C(=O)NC(C)C)cc1,4915,6.250000000096456e-06 0.0 6.249999999992373e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1196,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,4937,6.666666666628925e-06 -1.3333333333331865e-05 -6.6666666666598895e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1195,O=S1(=O)CCCO1,14264,1.4285714285680992e-05 -1.586032892321652e-17 3.172065784643304e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27040,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2],60196430,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27041,C=CCON/C(CCC)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-],0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27042,CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX27043,O=S(=O)([O-])SSS(=O)(=O)[O-],4657547,0.0 9.999999999932286e-06 -1.0000000000022491e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27044,CCCCCCCCCCCC(=O)OCC,7800,-1.1102230246251565e-16 1.3877787807814457e-17 8.673617379884035e-19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27045,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,1796220,-6.666666666725144e-06 -6.666666666710341e-06 0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX27046,CCCCOC(=O)C(C)CC,61812,-9.090909090887903e-06 9.09090909090809e-06 -1.818181818181618e-05
0.0,,0.0,,,0.0,,1.0,0.0,,,,TOX19721,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,656641,
,,1.0,,0.0,,,1.0,1.0,0.0,1.0,1.0,TOX11800,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,4122,-4.761904761893664e-06 4.76190476186723e-06 -4.761904761917248e-06
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX24782,Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,22628,9.090909090928276e-06 -4.545454545458067e-06 -9.090909090904778e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24780,Cc1cc(Cl)c(C)cc1Cl,70755,0.0 9.999999999976694e-06 -1.999999999999999e-05
0.0,0.0,1.0,,,0.0,,1.0,,1.0,,0.0,TOX24781,Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,70811,-1.4285714285712712e-05 7.142857142856356e-06 -7.142857142861217e-06
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24787,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,67065,-2.8260222445003984e-16 4.545454545454045e-06 4.545454545466661e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24784,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,70916,6.249999999929923e-06 -6.250000000040945e-06 -5.204170427930421e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24785,CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1,67060,-5.882352941162762e-06 5.882352941215007e-06 6.530723674265627e-18
0.0,,1.0,,,,,1.0,0.0,,1.0,1.0,TOX24966,CC(C)CC(C)N(c1ccccc1)c1ccc(N)cc1,93335,5.00000000005496e-06 -2.2204460492503132e-17 5.0000000000161025e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24967,OCC1(CO)COCOC1,80373,9.999999999976694e-06 2.7755575615628915e-18 -1.8041124150158794e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24788,O=S(=O)(O)c1ccc2ccccc2c1,8420,7.142857142840496e-06 -8.921435019309294e-18 7.142857142853383e-06
