smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",cid,compound_name,cid_paras,Molecular_Weight,XLogP3,Hydrogen_Bond_Donor_Count,Hydrogen_Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Topological_Polar_Surface_Area,Heavy_Atom_Count,Formal_Charge,Complexity,Isotope_Atom_Count,Defined_Atom_Stereocenter_Count,Undefined_Atom_Stereocenter_Count,Defined_Bond_Stereocenter_Count,Undefined_Bond_Stereocenter_Count,Covalently_Bonded_Unit_Count,Compound_Is_Canonicalized,Physical_Description,Color/Form,Odor,Boiling_Point,Melting_Point,Flash_Point,Solubility,Density,Description
C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,6049,Edetic Acid,6049.0,292.24,-5.9,4.0,10.0,11.0,292.09066547,292.09066547,"156,""Unit"":""Å²""",20.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,"Ethylenediaminetetraaceticacidisacolorlesscrystallinesolid.Itisslightlysolubleinwater.Theprimaryhazardisthethreattotheenvironment.Immediatestepsshouldbetakentolimititsspreadtotheenvironment.Itisusedinchemicalanalysis,tomakedetergentsandcleaningcompounds,andformanyotheruses."",""Markup"":[{""Start"":0,""Length"":32,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Ethylenediaminetetraacetic%20acid"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6049""",Crystalsfromwater,,,"237,""Unit"":""°C""","Flashpointis>100°C,","1000000,""Unit"":""mg/Lat25°C""","0.86at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962","cid is 6049,compound_name is Edetic Acid,cid_paras is 6049,Molecular_Weight is 292.24,XLogP3 is -5.9,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 10,Rotatable_Bond_Count is 11,Exact_Mass is 292.09066547,Monoisotopic_Mass is 292.09066547,Topological_Polar_Surface_Area is 156,""Unit"":""Å²"",Heavy_Atom_Count is 20,Formal_Charge is 0,Complexity is 316,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Ethylenediaminetetraaceticacidisacolorlesscrystallinesolid.Itisslightlysolubleinwater.Theprimaryhazardisthethreattotheenvironment.Immediatestepsshouldbetakentolimititsspreadtotheenvironment.Itisusedinchemicalanalysis,tomakedetergentsandcleaningcompounds,andformanyotheruses."",""Markup"":[{""Start"":0,""Length"":32,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Ethylenediaminetetraacetic%20acid"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6049"",Color/Form is Crystalsfromwater,Melting_Point is 237,""Unit"":""°C"",Flash_Point is Flashpointis>100°C,,Solubility is 1000000,""Unit"":""mg/Lat25°C"",Density is 0.86at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,3739,Iodipamide,3739.0,1139.8,5.5,4.0,6.0,9.0,1139.512,1139.512,"133,""Unit"":""Å²""",34.0,0.0,714.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Solid,Crystals,Nearlyodorless,,306-308,,>171[ug/mL](ThemeanoftheresultsatpH7.4),,"cid is 3739,compound_name is Iodipamide,cid_paras is 3739,Molecular_Weight is 1139.8,XLogP3 is 5.5,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 9,Exact_Mass is 1139.5120,Monoisotopic_Mass is 1139.5120,Topological_Polar_Surface_Area is 133,""Unit"":""Å²"",Heavy_Atom_Count is 34,Formal_Charge is 0,Complexity is 714,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystals,Odor is Nearlyodorless,Melting_Point is 306-308,Solubility is >171[ug/mL](ThemeanoftheresultsatpH7.4)"
C(CS)N,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,6058,Cysteamine,6058.0,77.15,-0.4,2.0,2.0,1.0,77.0299204,77.0299204,"27,""Unit"":""Å²""",4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Solid,Crystalsbysublimationinvacuo,Disagreeableodor,133.6±23.0,67-71,,Freelysolubleinwater.,,"cid is 6058,compound_name is Cysteamine,cid_paras is 6058,Molecular_Weight is 77.15,XLogP3 is -0.4,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 77.02992040,Monoisotopic_Mass is 77.02992040,Topological_Polar_Surface_Area is 27,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 10,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystalsbysublimationinvacuo,Odor is Disagreeableodor,Boiling_Point is 133.6±23.0,Melting_Point is 67-71,Solubility is Freelysolubleinwater."
CCC1=C2C=C3C(=C(C(=CC4=NC(=CC5=NC(=CC(=C1C)N2)C(=C5CCC(=O)O)C)C(=C4C)CCC(=O)O)N3)C(C)O)C.[Na+],0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3086257,Photofrin II,3086257.0,605.7,,5.0,7.0,8.0,605.27398961,605.27398961,"152,""Unit"":""Å²""",44.0,1.0,982.0,0.0,0.0,1.0,0.0,0.0,2.0,Yes,,,,,,,,,"cid is 3086257,compound_name is Photofrin II,cid_paras is 3086257,Molecular_Weight is 605.7,Hydrogen_Bond_Donor_Count is 5,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 8,Exact_Mass is 605.27398961,Monoisotopic_Mass is 605.27398961,Topological_Polar_Surface_Area is 152,""Unit"":""Å²"",Heavy_Atom_Count is 44,Formal_Charge is 1,Complexity is 982,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 2,Compound_Is_Canonicalized is Yes"
C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,71616,Voriconazole,71616.0,349.31,1.5,1.0,8.0,5.0,349.11504457,349.11504457,"76.7,""Unit"":""Å²""",25.0,0.0,448.0,0.0,2.0,0.0,0.0,0.0,1.0,Yes,Solid,,,,"134,""Unit"":""°C""",,Low,,"cid is 71616,compound_name is Voriconazole,cid_paras is 71616,Molecular_Weight is 349.31,XLogP3 is 1.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 5,Exact_Mass is 349.11504457,Monoisotopic_Mass is 349.11504457,Topological_Polar_Surface_Area is 76.7,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 448,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 134,""Unit"":""°C"",Solubility is Low"
CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,219078,Lacosamide,219078.0,250.29,0.3,2.0,3.0,6.0,250.13174244,250.13174244,"67.4,""Unit"":""Å²""",18.0,0.0,275.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,,,,"536.447,""Unit"":""°Cat760mmHg""",140-146˚C,,10-33.3g/L,,"cid is 219078,compound_name is Lacosamide,cid_paras is 219078,Molecular_Weight is 250.29,XLogP3 is 0.3,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 6,Exact_Mass is 250.13174244,Monoisotopic_Mass is 250.13174244,Topological_Polar_Surface_Area is 67.4,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 275,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Boiling_Point is 536.447,""Unit"":""°Cat760mmHg"",Melting_Point is 140-146˚C,Solubility is 10-33.3g/L"
[H+].[H+].CCOC1=CC=C(C=C1)C[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Gd+3],0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,25203894,Gadoxetic acid,25203894.0,681.7,,2.0,14.0,15.0,682.11214,682.11214,"220,""Unit"":""Å²""",38.0,0.0,712.0,0.0,1.0,0.0,0.0,0.0,4.0,Yes,,,,,,,,,"cid is 25203894,compound_name is Gadoxetic acid,cid_paras is 25203894,Molecular_Weight is 681.7,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 14,Rotatable_Bond_Count is 15,Exact_Mass is 682.11214,Monoisotopic_Mass is 682.11214,Topological_Polar_Surface_Area is 220,""Unit"":""Å²"",Heavy_Atom_Count is 38,Formal_Charge is 0,Complexity is 712,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 4,Compound_Is_Canonicalized is Yes"
C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NC(=O)N(N3)P(=O)(O)O)C4=CC=C(C=C4)F,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,135413538,Fosaprepitant,135413538.0,614.4,1.0,3.0,15.0,7.0,614.11651857,614.11651857,"124,""Unit"":""Å²""",41.0,0.0,997.0,0.0,3.0,0.0,0.0,0.0,1.0,Yes,Solid,,,,,,,,"cid is 135413538,compound_name is Fosaprepitant,cid_paras is 135413538,Molecular_Weight is 614.4,XLogP3 is 1,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 15,Rotatable_Bond_Count is 7,Exact_Mass is 614.11651857,Monoisotopic_Mass is 614.11651857,Topological_Polar_Surface_Area is 124,""Unit"":""Å²"",Heavy_Atom_Count is 41,Formal_Charge is 0,Complexity is 997,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 3,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid"
CC(=O)[O-].CC(=O)[O-].[Ca+2],0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6116,Calcium Acetate,6116.0,158.17,,0.0,4.0,0.0,157.9891995,157.9891995,"80.3,""Unit"":""Å²""",9.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,3.0,Yes,DryPowder;PelletsorLargeCrystals;Liquid;OtherSolid,COLORLESSCRYSTALS,"SLIGHTODOROFACETICACID"",""Markup"":[{""Start"":15,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ACETIC%20ACID"",""Type"":""PubChemInternalLink"",""Extra"":""CID-176",,>160°C,,"37.4GIN100CCOFWATER@0°C;29.7GIN100CCOFWATER@100°C;SLIGHTLYSOLINALCOHOL"",""Markup"":[{""Start"":20,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/WATER"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962""",1.50kg/l,"cid is 6116,compound_name is Calcium Acetate,cid_paras is 6116,Molecular_Weight is 158.17,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 0,Exact_Mass is 157.9891995,Monoisotopic_Mass is 157.9891995,Topological_Polar_Surface_Area is 80.3,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 25.5,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 3,Compound_Is_Canonicalized is Yes,Physical_Description is DryPowder;PelletsorLargeCrystals;Liquid;OtherSolid,Color/Form is COLORLESSCRYSTALS,Odor is SLIGHTODOROFACETICACID"",""Markup"":[{""Start"":15,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ACETIC%20ACID"",""Type"":""PubChemInternalLink"",""Extra"":""CID-176,Melting_Point is >160°C,Solubility is 37.4GIN100CCOFWATER@0°C;29.7GIN100CCOFWATER@100°C;SLIGHTLYSOLINALCOHOL"",""Markup"":[{""Start"":20,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/WATER"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"",Density is 1.50kg/l"
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,22502,Procaine penicillin,22502.0,588.7,,4.0,10.0,11.0,588.2617708,588.2617708,"169,""Unit"":""Å²""",41.0,0.0,752.0,0.0,3.0,0.0,0.0,0.0,3.0,Yes,,,,,,,,,"cid is 22502,compound_name is Procaine penicillin,cid_paras is 22502,Molecular_Weight is 588.7,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 10,Rotatable_Bond_Count is 11,Exact_Mass is 588.26177080,Monoisotopic_Mass is 588.26177080,Topological_Polar_Surface_Area is 169,""Unit"":""Å²"",Heavy_Atom_Count is 41,Formal_Charge is 0,Complexity is 752,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 3,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 3,Compound_Is_Canonicalized is Yes"
C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,25199580,CID 25199580,25199580.0,373.27,,4.0,6.0,2.0,373.060151,373.060151,"76.6,""Unit"":""Å²""",13.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,4.0,Yes,,,,,,,,,"cid is 25199580,compound_name is CID 25199580,cid_paras is 25199580,Molecular_Weight is 373.27,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 2,Exact_Mass is 373.060151,Monoisotopic_Mass is 373.060151,Topological_Polar_Surface_Area is 76.6,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 164,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 4,Compound_Is_Canonicalized is Yes"
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H](C(=O)N1CC2=CC(=C(C=C2C[C@H]1C(=O)O)OC)OC)N[C@@H](CCC3=CC=CC=C3)C(=O)O,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,55331,Moexiprilat,55331.0,470.5,0.5,3.0,8.0,10.0,470.2053013,470.2053013,"125,""Unit"":""Å²""",34.0,0.0,711.0,0.0,3.0,0.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 55331,compound_name is Moexiprilat,cid_paras is 55331,Molecular_Weight is 470.5,XLogP3 is 0.5,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 10,Exact_Mass is 470.20530130,Monoisotopic_Mass is 470.20530130,Topological_Polar_Surface_Area is 125,""Unit"":""Å²"",Heavy_Atom_Count is 34,Formal_Charge is 0,Complexity is 711,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 3,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=C(C=C2)NC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](CC5=CN=CC=C5)NC(=O)[C@@H](CC6=CC=C(C=C6)Cl)NC(=O)[C@@H](CC7=CC8=CC=CC=C8C=C7)NC(=O)C,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,16136245,Degarelix,16136245.0,1632.3,3.5,17.0,18.0,41.0,1630.748797,1630.748797,"513,""Unit"":""Å²""",117.0,0.0,3390.0,0.0,11.0,0.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 16136245,compound_name is Degarelix,cid_paras is 16136245,Molecular_Weight is 1632.3,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 17,Hydrogen_Bond_Acceptor_Count is 18,Rotatable_Bond_Count is 41,Exact_Mass is 1630.7487970,Monoisotopic_Mass is 1630.7487970,Topological_Polar_Surface_Area is 513,""Unit"":""Å²"",Heavy_Atom_Count is 117,Formal_Charge is 0,Complexity is 3390,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 11,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
COC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,96312,6'-O-Methylguanosine,96312.0,297.27,-0.7,4.0,9.0,3.0,297.1073186,297.1073186,"149,""Unit"":""Å²""",21.0,0.0,377.0,0.0,4.0,0.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 96312,compound_name is 6'-O-Methylguanosine,cid_paras is 96312,Molecular_Weight is 297.27,XLogP3 is -0.7,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 3,Exact_Mass is 297.10731860,Monoisotopic_Mass is 297.10731860,Topological_Polar_Surface_Area is 149,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 377,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 4,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,6238,Hydroxyprogesterone,6238.0,330.5,3.2,1.0,3.0,1.0,330.21949481,330.21949481,"54.4,""Unit"":""Å²""",24.0,0.0,635.0,0.0,6.0,0.0,0.0,0.0,1.0,Yes,Solid,"RHOMBICORHEXAGONALLEAFLETSFROMACETONEORALCOHOL"",""Markup"":[{""Start"":35,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ACETONE"",""Type"":""PubChemInternalLink"",""Extra"":""CID-180",,,222-223°C,,0.00648mg/mL,,"cid is 6238,compound_name is Hydroxyprogesterone,cid_paras is 6238,Molecular_Weight is 330.5,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 1,Exact_Mass is 330.21949481,Monoisotopic_Mass is 330.21949481,Topological_Polar_Surface_Area is 54.4,""Unit"":""Å²"",Heavy_Atom_Count is 24,Formal_Charge is 0,Complexity is 635,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 6,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is RHOMBICORHEXAGONALLEAFLETSFROMACETONEORALCOHOL"",""Markup"":[{""Start"":35,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ACETONE"",""Type"":""PubChemInternalLink"",""Extra"":""CID-180,Melting_Point is 222-223°C,Solubility is 0.00648mg/mL"
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6256,Trifluridine,6256.0,296.2,-0.5,3.0,8.0,2.0,296.06200594,296.06200594,"99.1,""Unit"":""Å²""",20.0,0.0,464.0,0.0,3.0,0.0,0.0,0.0,1.0,Yes,Solid,"Crystalsfromethylacetate"",""Markup"":[{""Start"":14,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ethyl%20acetate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8857",,,186-189,,>44.4[ug/mL](ThemeanoftheresultsatpH7.4),,"cid is 6256,compound_name is Trifluridine,cid_paras is 6256,Molecular_Weight is 296.20,XLogP3 is -0.5,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 2,Exact_Mass is 296.06200594,Monoisotopic_Mass is 296.06200594,Topological_Polar_Surface_Area is 99.1,""Unit"":""Å²"",Heavy_Atom_Count is 20,Formal_Charge is 0,Complexity is 464,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 3,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystalsfromethylacetate"",""Markup"":[{""Start"":14,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ethyl%20acetate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8857,Melting_Point is 186-189,Solubility is >44.4[ug/mL](ThemeanoftheresultsatpH7.4)"
[O-2].[O-2].[O-2].[249Cf].[249Cf],0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,6453361,Californium-249 oxide,6453361.0,546.148,,0.0,3.0,0.0,546.13444,546.13444,"3,""Unit"":""Å²""",5.0,-6.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,Yes,,,,,,,,,"cid is 6453361,compound_name is Californium-249 oxide,cid_paras is 6453361,Molecular_Weight is 546.148,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 0,Exact_Mass is 546.13444,Monoisotopic_Mass is 546.13444,Topological_Polar_Surface_Area is 3,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is -6,Complexity is 0,Isotope_Atom_Count is 2,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 5,Compound_Is_Canonicalized is Yes"
